id,date,cluster,round_number,state,started_at,completed_at,paused_duration_seconds
oper_pom_20260127_0001,2026-01-27,oper,1,INTERRUPTED,08:00,08:50,0
oper_pom_20260127_0002,2026-01-27,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260127_0003,2026-01-27,oper,3,COMPLETE,10:00,10:50,19
oper_pom_20260127_0004,2026-01-27,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260127_0005,2026-01-27,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260127_0006,2026-01-27,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260127_0007,2026-01-27,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260127_0008,2026-01-27,oper,8,INTERRUPTED,15:00,15:50,60
oper_pom_20260127_0009,2026-01-27,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260127_0010,2026-01-27,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260127_0011,2026-01-27,oper,11,COMPLETE,18:00,18:50,78
oper_pom_20260128_0001,2026-01-28,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260128_0002,2026-01-28,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260128_0003,2026-01-28,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260128_0004,2026-01-28,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260128_0005,2026-01-28,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260128_0006,2026-01-28,oper,6,COMPLETE,13:00,13:50,88
oper_pom_20260128_0007,2026-01-28,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260128_0008,2026-01-28,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260128_0009,2026-01-28,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260128_0010,2026-01-28,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260129_0001,2026-01-29,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260129_0002,2026-01-29,oper,2,COMPLETE,09:00,09:50,88
oper_pom_20260129_0003,2026-01-29,oper,3,INTERRUPTED,10:00,10:50,0
oper_pom_20260130_0001,2026-01-30,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260130_0002,2026-01-30,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260130_0003,2026-01-30,oper,3,COMPLETE,10:00,10:50,114
oper_pom_20260130_0004,2026-01-30,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260130_0005,2026-01-30,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260130_0006,2026-01-30,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260130_0007,2026-01-30,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260130_0008,2026-01-30,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260130_0009,2026-01-30,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260130_0010,2026-01-30,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260130_0011,2026-01-30,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260131_0001,2026-01-31,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260131_0002,2026-01-31,oper,2,COMPLETE,09:00,09:50,47
oper_pom_20260131_0003,2026-01-31,oper,3,COMPLETE,10:00,10:50,115
oper_pom_20260131_0004,2026-01-31,oper,4,COMPLETE,11:00,11:50,1
oper_pom_20260131_0005,2026-01-31,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260131_0006,2026-01-31,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260131_0007,2026-01-31,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260131_0008,2026-01-31,oper,8,COMPLETE,15:00,15:50,102
oper_pom_20260131_0009,2026-01-31,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260131_0010,2026-01-31,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260131_0011,2026-01-31,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260201_0001,2026-02-01,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260201_0002,2026-02-01,oper,2,COMPLETE,09:00,09:50,84
oper_pom_20260201_0003,2026-02-01,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260201_0004,2026-02-01,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260201_0005,2026-02-01,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260201_0006,2026-02-01,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260201_0007,2026-02-01,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260201_0008,2026-02-01,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260202_0001,2026-02-02,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260202_0002,2026-02-02,oper,2,COMPLETE,09:00,09:50,86
oper_pom_20260202_0003,2026-02-02,oper,3,COMPLETE,10:00,10:50,89
oper_pom_20260202_0004,2026-02-02,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260202_0005,2026-02-02,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260202_0006,2026-02-02,oper,6,COMPLETE,13:00,13:50,8
oper_pom_20260202_0007,2026-02-02,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260202_0008,2026-02-02,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260203_0001,2026-02-03,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260203_0002,2026-02-03,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260203_0003,2026-02-03,oper,3,COMPLETE,10:00,10:50,50
oper_pom_20260203_0004,2026-02-03,oper,4,COMPLETE,11:00,11:50,1
oper_pom_20260203_0005,2026-02-03,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260203_0006,2026-02-03,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260203_0007,2026-02-03,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260203_0008,2026-02-03,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260203_0009,2026-02-03,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260203_0010,2026-02-03,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260203_0011,2026-02-03,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260204_0001,2026-02-04,oper,1,COMPLETE,08:00,08:50,36
oper_pom_20260204_0002,2026-02-04,oper,2,COMPLETE,09:00,09:50,109
oper_pom_20260204_0003,2026-02-04,oper,3,COMPLETE,10:00,10:50,66
oper_pom_20260204_0004,2026-02-04,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260204_0005,2026-02-04,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260204_0006,2026-02-04,oper,6,COMPLETE,13:00,13:50,11
oper_pom_20260204_0007,2026-02-04,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260204_0008,2026-02-04,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260204_0009,2026-02-04,oper,9,COMPLETE,16:00,16:50,22
oper_pom_20260204_0010,2026-02-04,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260204_0011,2026-02-04,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260205_0001,2026-02-05,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260205_0002,2026-02-05,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260205_0003,2026-02-05,oper,3,COMPLETE,10:00,10:50,69
oper_pom_20260205_0004,2026-02-05,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260205_0005,2026-02-05,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260205_0006,2026-02-05,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260205_0007,2026-02-05,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260205_0008,2026-02-05,oper,8,COMPLETE,15:00,15:50,115
oper_pom_20260205_0009,2026-02-05,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260205_0010,2026-02-05,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260205_0011,2026-02-05,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260206_0001,2026-02-06,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260206_0002,2026-02-06,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260206_0003,2026-02-06,oper,3,COMPLETE,10:00,10:50,12
oper_pom_20260206_0004,2026-02-06,oper,4,INTERRUPTED,11:00,11:50,0
oper_pom_20260206_0005,2026-02-06,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260206_0006,2026-02-06,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260206_0007,2026-02-06,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260206_0008,2026-02-06,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260206_0009,2026-02-06,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260206_0010,2026-02-06,oper,10,COMPLETE,17:00,17:50,78
oper_pom_20260206_0011,2026-02-06,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260207_0001,2026-02-07,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260207_0002,2026-02-07,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260207_0003,2026-02-07,oper,3,INTERRUPTED,10:00,10:50,0
oper_pom_20260207_0004,2026-02-07,oper,4,COMPLETE,11:00,11:50,46
oper_pom_20260207_0005,2026-02-07,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260207_0006,2026-02-07,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260207_0007,2026-02-07,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260208_0001,2026-02-08,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260208_0002,2026-02-08,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260208_0003,2026-02-08,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260208_0004,2026-02-08,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260208_0005,2026-02-08,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260208_0006,2026-02-08,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260208_0007,2026-02-08,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260208_0008,2026-02-08,oper,8,INTERRUPTED,15:00,15:50,0
oper_pom_20260209_0001,2026-02-09,oper,1,COMPLETE,08:00,08:50,39
oper_pom_20260209_0002,2026-02-09,oper,2,COMPLETE,09:00,09:50,39
oper_pom_20260209_0003,2026-02-09,oper,3,COMPLETE,10:00,10:50,103
oper_pom_20260209_0004,2026-02-09,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260209_0005,2026-02-09,oper,5,COMPLETE,12:00,12:50,24
oper_pom_20260209_0006,2026-02-09,oper,6,COMPLETE,13:00,13:50,116
oper_pom_20260209_0007,2026-02-09,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260209_0008,2026-02-09,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260210_0001,2026-02-10,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260210_0002,2026-02-10,oper,2,COMPLETE,09:00,09:50,83
oper_pom_20260210_0003,2026-02-10,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260210_0004,2026-02-10,oper,4,COMPLETE,11:00,11:50,64
oper_pom_20260210_0005,2026-02-10,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260210_0006,2026-02-10,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260210_0007,2026-02-10,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260210_0008,2026-02-10,oper,8,INTERRUPTED,15:00,15:50,81
oper_pom_20260210_0009,2026-02-10,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260210_0010,2026-02-10,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260210_0011,2026-02-10,oper,11,INTERRUPTED,18:00,18:50,0
oper_pom_20260211_0001,2026-02-11,oper,1,COMPLETE,08:00,08:50,77
oper_pom_20260211_0002,2026-02-11,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260211_0003,2026-02-11,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260211_0004,2026-02-11,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260211_0005,2026-02-11,oper,5,COMPLETE,12:00,12:50,27
oper_pom_20260211_0006,2026-02-11,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260211_0007,2026-02-11,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260211_0008,2026-02-11,oper,8,INTERRUPTED,15:00,15:50,0
oper_pom_20260211_0009,2026-02-11,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260211_0010,2026-02-11,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260211_0011,2026-02-11,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260212_0001,2026-02-12,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260212_0002,2026-02-12,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260212_0003,2026-02-12,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260212_0004,2026-02-12,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260212_0005,2026-02-12,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260212_0006,2026-02-12,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260212_0007,2026-02-12,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260212_0008,2026-02-12,oper,8,INTERRUPTED,15:00,15:50,0
oper_pom_20260213_0001,2026-02-13,oper,1,INTERRUPTED,08:00,08:50,0
oper_pom_20260213_0002,2026-02-13,oper,2,COMPLETE,09:00,09:50,12
oper_pom_20260213_0003,2026-02-13,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260213_0004,2026-02-13,oper,4,COMPLETE,11:00,11:50,53
oper_pom_20260213_0005,2026-02-13,oper,5,COMPLETE,12:00,12:50,52
oper_pom_20260213_0006,2026-02-13,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260213_0007,2026-02-13,oper,7,COMPLETE,14:00,14:50,70
oper_pom_20260213_0008,2026-02-13,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260214_0001,2026-02-14,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260214_0002,2026-02-14,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260214_0003,2026-02-14,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260214_0004,2026-02-14,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260214_0005,2026-02-14,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260214_0006,2026-02-14,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260214_0007,2026-02-14,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260214_0008,2026-02-14,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260214_0009,2026-02-14,oper,9,INTERRUPTED,16:00,16:50,0
oper_pom_20260214_0010,2026-02-14,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260214_0011,2026-02-14,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260215_0001,2026-02-15,oper,1,COMPLETE,08:00,08:50,32
oper_pom_20260215_0002,2026-02-15,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260215_0003,2026-02-15,oper,3,COMPLETE,10:00,10:50,19
oper_pom_20260215_0004,2026-02-15,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260215_0005,2026-02-15,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260215_0006,2026-02-15,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260215_0007,2026-02-15,oper,7,INTERRUPTED,14:00,14:50,0
oper_pom_20260215_0008,2026-02-15,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260216_0001,2026-02-16,oper,1,COMPLETE,08:00,08:50,10
oper_pom_20260216_0002,2026-02-16,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260216_0003,2026-02-16,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260216_0004,2026-02-16,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260216_0005,2026-02-16,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260216_0006,2026-02-16,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260216_0007,2026-02-16,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260216_0008,2026-02-16,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260217_0001,2026-02-17,oper,1,INTERRUPTED,08:00,08:50,0
oper_pom_20260217_0002,2026-02-17,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260217_0003,2026-02-17,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260217_0004,2026-02-17,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260217_0005,2026-02-17,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260217_0006,2026-02-17,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260217_0007,2026-02-17,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260217_0008,2026-02-17,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260217_0009,2026-02-17,oper,9,COMPLETE,16:00,16:50,64
oper_pom_20260217_0010,2026-02-17,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260217_0011,2026-02-17,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260218_0001,2026-02-18,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260218_0002,2026-02-18,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260219_0001,2026-02-19,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260219_0002,2026-02-19,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260219_0003,2026-02-19,oper,3,COMPLETE,10:00,10:50,21
oper_pom_20260219_0004,2026-02-19,oper,4,COMPLETE,11:00,11:50,114
oper_pom_20260219_0005,2026-02-19,oper,5,INTERRUPTED,12:00,12:50,0
oper_pom_20260219_0006,2026-02-19,oper,6,COMPLETE,13:00,13:50,39
oper_pom_20260219_0007,2026-02-19,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260219_0008,2026-02-19,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260219_0009,2026-02-19,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260219_0010,2026-02-19,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260219_0011,2026-02-19,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260220_0001,2026-02-20,oper,1,COMPLETE,08:00,08:50,10
oper_pom_20260220_0002,2026-02-20,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260220_0003,2026-02-20,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260220_0004,2026-02-20,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260220_0005,2026-02-20,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260220_0006,2026-02-20,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260220_0007,2026-02-20,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260220_0008,2026-02-20,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260220_0009,2026-02-20,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260220_0010,2026-02-20,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260220_0011,2026-02-20,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260221_0001,2026-02-21,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260221_0002,2026-02-21,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260221_0003,2026-02-21,oper,3,INTERRUPTED,10:00,10:50,117
oper_pom_20260221_0004,2026-02-21,oper,4,COMPLETE,11:00,11:50,44
oper_pom_20260221_0005,2026-02-21,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260221_0006,2026-02-21,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260221_0007,2026-02-21,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260221_0008,2026-02-21,oper,8,INTERRUPTED,15:00,15:50,53
oper_pom_20260221_0009,2026-02-21,oper,9,COMPLETE,16:00,16:50,99
oper_pom_20260221_0010,2026-02-21,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260221_0011,2026-02-21,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260222_0001,2026-02-22,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260222_0002,2026-02-22,oper,2,COMPLETE,09:00,09:50,60
oper_pom_20260222_0003,2026-02-22,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260222_0004,2026-02-22,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260222_0005,2026-02-22,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260222_0006,2026-02-22,oper,6,INTERRUPTED,13:00,13:50,63
oper_pom_20260222_0007,2026-02-22,oper,7,COMPLETE,14:00,14:50,116
oper_pom_20260222_0008,2026-02-22,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260223_0001,2026-02-23,oper,1,INTERRUPTED,08:00,08:50,0
oper_pom_20260223_0002,2026-02-23,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260223_0003,2026-02-23,oper,3,INTERRUPTED,10:00,10:50,24
oper_pom_20260223_0004,2026-02-23,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260223_0005,2026-02-23,oper,5,COMPLETE,12:00,12:50,38
oper_pom_20260223_0006,2026-02-23,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260223_0007,2026-02-23,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260223_0008,2026-02-23,oper,8,COMPLETE,15:00,15:50,115
oper_pom_20260224_0001,2026-02-24,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260224_0002,2026-02-24,oper,2,COMPLETE,09:00,09:50,116
oper_pom_20260224_0003,2026-02-24,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260224_0004,2026-02-24,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260224_0005,2026-02-24,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260224_0006,2026-02-24,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260224_0007,2026-02-24,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260224_0008,2026-02-24,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260224_0009,2026-02-24,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260224_0010,2026-02-24,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260224_0011,2026-02-24,oper,11,INTERRUPTED,18:00,18:50,0
oper_pom_20260225_0001,2026-02-25,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260225_0002,2026-02-25,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260225_0003,2026-02-25,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260225_0004,2026-02-25,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260225_0005,2026-02-25,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260225_0006,2026-02-25,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260225_0007,2026-02-25,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260225_0008,2026-02-25,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260225_0009,2026-02-25,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260225_0010,2026-02-25,oper,10,COMPLETE,17:00,17:50,18
oper_pom_20260225_0011,2026-02-25,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260226_0001,2026-02-26,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260226_0002,2026-02-26,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260226_0003,2026-02-26,oper,3,COMPLETE,10:00,10:50,98
oper_pom_20260226_0004,2026-02-26,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260226_0005,2026-02-26,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260226_0006,2026-02-26,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260226_0007,2026-02-26,oper,7,INTERRUPTED,14:00,14:50,85
oper_pom_20260226_0008,2026-02-26,oper,8,COMPLETE,15:00,15:50,96
oper_pom_20260226_0009,2026-02-26,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260226_0010,2026-02-26,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260227_0001,2026-02-27,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260227_0002,2026-02-27,oper,2,COMPLETE,09:00,09:50,67
oper_pom_20260227_0003,2026-02-27,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260228_0001,2026-02-28,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260228_0002,2026-02-28,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260228_0003,2026-02-28,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260228_0004,2026-02-28,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260228_0005,2026-02-28,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260228_0006,2026-02-28,oper,6,COMPLETE,13:00,13:50,98
oper_pom_20260228_0007,2026-02-28,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260228_0008,2026-02-28,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260228_0009,2026-02-28,oper,9,COMPLETE,16:00,16:50,105
oper_pom_20260228_0010,2026-02-28,oper,10,INTERRUPTED,17:00,17:50,0
oper_pom_20260228_0011,2026-02-28,oper,11,COMPLETE,18:00,18:50,29
oper_pom_20260301_0001,2026-03-01,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260301_0002,2026-03-01,oper,2,INTERRUPTED,09:00,09:50,0
oper_pom_20260301_0003,2026-03-01,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260301_0004,2026-03-01,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260301_0005,2026-03-01,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260301_0006,2026-03-01,oper,6,COMPLETE,13:00,13:50,36
oper_pom_20260301_0007,2026-03-01,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260301_0008,2026-03-01,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260302_0001,2026-03-02,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260302_0002,2026-03-02,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260302_0003,2026-03-02,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260302_0004,2026-03-02,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260302_0005,2026-03-02,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260302_0006,2026-03-02,oper,6,INTERRUPTED,13:00,13:50,0
oper_pom_20260302_0007,2026-03-02,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260302_0008,2026-03-02,oper,8,COMPLETE,15:00,15:50,0
oper_pom_20260303_0001,2026-03-03,oper,1,COMPLETE,08:00,08:50,0
oper_pom_20260303_0002,2026-03-03,oper,2,COMPLETE,09:00,09:50,0
oper_pom_20260303_0003,2026-03-03,oper,3,COMPLETE,10:00,10:50,0
oper_pom_20260303_0004,2026-03-03,oper,4,COMPLETE,11:00,11:50,0
oper_pom_20260303_0005,2026-03-03,oper,5,COMPLETE,12:00,12:50,0
oper_pom_20260303_0006,2026-03-03,oper,6,COMPLETE,13:00,13:50,0
oper_pom_20260303_0007,2026-03-03,oper,7,COMPLETE,14:00,14:50,0
oper_pom_20260303_0008,2026-03-03,oper,8,COMPLETE,15:00,15:50,54
oper_pom_20260303_0009,2026-03-03,oper,9,COMPLETE,16:00,16:50,0
oper_pom_20260303_0010,2026-03-03,oper,10,COMPLETE,17:00,17:50,0
oper_pom_20260303_0011,2026-03-03,oper,11,COMPLETE,18:00,18:50,0
oper_pom_20260304_0001,2026-03-04,oper,1,COMPLETE,08:00,08:50,0
