id,date,cluster,codigo,ritual,duracao_min,completed,notas
oper_trn_T4_20260121,2026-01-21,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260121,2026-01-21,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260121,2026-01-21,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260121,2026-01-21,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260121,2026-01-21,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260121,2026-01-21,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260122,2026-01-22,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260122,2026-01-22,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260122,2026-01-22,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260122,2026-01-22,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260122,2026-01-22,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260122,2026-01-22,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260122,2026-01-22,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260122,2026-01-22,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260122,2026-01-22,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260123,2026-01-23,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260123,2026-01-23,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260123,2026-01-23,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260123,2026-01-23,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260123,2026-01-23,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260123,2026-01-23,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260123,2026-01-23,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260123,2026-01-23,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260123,2026-01-23,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260124,2026-01-24,oper,T1,Sessão despertar,5,True,Synthetic Feriado
oper_trn_T2_20260124,2026-01-24,oper,T2,Entrada MANHA,3,True,Synthetic Feriado
oper_trn_T3_20260124,2026-01-24,oper,T3,Início foco #1,2,False,Synthetic Feriado
oper_trn_T4_20260124,2026-01-24,oper,T4,Pausa manhã,10,True,Synthetic Feriado
oper_trn_T5_20260124,2026-01-24,oper,T5,Entrada TARDE,3,False,Synthetic Feriado
oper_trn_T6_20260124,2026-01-24,oper,T6,Almoço,45,True,Synthetic Feriado
oper_trn_T7_20260124,2026-01-24,oper,T7,Pós-almoço,20,True,Synthetic Feriado
oper_trn_T8_20260124,2026-01-24,oper,T8,Entrada NOITE,3,False,Synthetic Feriado
oper_trn_T9_20260124,2026-01-24,oper,T9,Sessão dormir,10,True,Synthetic Feriado
oper_trn_T1_20260125,2026-01-25,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260125,2026-01-25,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260125,2026-01-25,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260125,2026-01-25,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260125,2026-01-25,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260125,2026-01-25,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260125,2026-01-25,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260125,2026-01-25,oper,T8,Entrada NOITE,3,False,Synthetic Fim_de_Semana
oper_trn_T9_20260125,2026-01-25,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260126,2026-01-26,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260126,2026-01-26,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260126,2026-01-26,oper,T3,Início foco #1,2,False,Synthetic Fim_de_Semana
oper_trn_T4_20260126,2026-01-26,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260126,2026-01-26,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260126,2026-01-26,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260126,2026-01-26,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260126,2026-01-26,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260126,2026-01-26,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260127,2026-01-27,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260127,2026-01-27,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260127,2026-01-27,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260127,2026-01-27,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260127,2026-01-27,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260127,2026-01-27,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260127,2026-01-27,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260127,2026-01-27,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260127,2026-01-27,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260128,2026-01-28,oper,T1,Sessão despertar,5,True,Synthetic Hardcore
oper_trn_T2_20260128,2026-01-28,oper,T2,Entrada MANHA,3,False,Synthetic Hardcore
oper_trn_T3_20260128,2026-01-28,oper,T3,Início foco #1,2,False,Synthetic Hardcore
oper_trn_T4_20260128,2026-01-28,oper,T4,Pausa manhã,10,False,Synthetic Hardcore
oper_trn_T5_20260128,2026-01-28,oper,T5,Entrada TARDE,3,True,Synthetic Hardcore
oper_trn_T6_20260128,2026-01-28,oper,T6,Almoço,45,True,Synthetic Hardcore
oper_trn_T7_20260128,2026-01-28,oper,T7,Pós-almoço,20,False,Synthetic Hardcore
oper_trn_T8_20260128,2026-01-28,oper,T8,Entrada NOITE,3,False,Synthetic Hardcore
oper_trn_T9_20260128,2026-01-28,oper,T9,Sessão dormir,10,False,Synthetic Hardcore
oper_trn_T1_20260129,2026-01-29,oper,T1,Sessão despertar,5,True,Synthetic Recuperacao
oper_trn_T2_20260129,2026-01-29,oper,T2,Entrada MANHA,3,True,Synthetic Recuperacao
oper_trn_T3_20260129,2026-01-29,oper,T3,Início foco #1,2,True,Synthetic Recuperacao
oper_trn_T4_20260129,2026-01-29,oper,T4,Pausa manhã,10,True,Synthetic Recuperacao
oper_trn_T5_20260129,2026-01-29,oper,T5,Entrada TARDE,3,False,Synthetic Recuperacao
oper_trn_T6_20260129,2026-01-29,oper,T6,Almoço,45,True,Synthetic Recuperacao
oper_trn_T7_20260129,2026-01-29,oper,T7,Pós-almoço,20,True,Synthetic Recuperacao
oper_trn_T8_20260129,2026-01-29,oper,T8,Entrada NOITE,3,True,Synthetic Recuperacao
oper_trn_T9_20260129,2026-01-29,oper,T9,Sessão dormir,10,True,Synthetic Recuperacao
oper_trn_T1_20260130,2026-01-30,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260130,2026-01-30,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260130,2026-01-30,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260130,2026-01-30,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260130,2026-01-30,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260130,2026-01-30,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260130,2026-01-30,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260130,2026-01-30,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260130,2026-01-30,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260131,2026-01-31,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260131,2026-01-31,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260131,2026-01-31,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260131,2026-01-31,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260131,2026-01-31,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260131,2026-01-31,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260131,2026-01-31,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260131,2026-01-31,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260131,2026-01-31,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260201,2026-02-01,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260201,2026-02-01,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260201,2026-02-01,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260201,2026-02-01,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260201,2026-02-01,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260201,2026-02-01,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260201,2026-02-01,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260201,2026-02-01,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260201,2026-02-01,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260202,2026-02-02,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260202,2026-02-02,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260202,2026-02-02,oper,T3,Início foco #1,2,False,Synthetic Fim_de_Semana
oper_trn_T4_20260202,2026-02-02,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260202,2026-02-02,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260202,2026-02-02,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260202,2026-02-02,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260202,2026-02-02,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260202,2026-02-02,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260203,2026-02-03,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260203,2026-02-03,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260203,2026-02-03,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260203,2026-02-03,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260203,2026-02-03,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260203,2026-02-03,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260203,2026-02-03,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260203,2026-02-03,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260203,2026-02-03,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260204,2026-02-04,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260204,2026-02-04,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260204,2026-02-04,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260204,2026-02-04,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260204,2026-02-04,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260204,2026-02-04,oper,T6,Almoço,45,False,Synthetic Padrao_Ouro
oper_trn_T7_20260204,2026-02-04,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260204,2026-02-04,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260204,2026-02-04,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260205,2026-02-05,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260205,2026-02-05,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260205,2026-02-05,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260205,2026-02-05,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260205,2026-02-05,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260205,2026-02-05,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260205,2026-02-05,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260205,2026-02-05,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260205,2026-02-05,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260206,2026-02-06,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260206,2026-02-06,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260206,2026-02-06,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260206,2026-02-06,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260206,2026-02-06,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260206,2026-02-06,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260206,2026-02-06,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260206,2026-02-06,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260206,2026-02-06,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260207,2026-02-07,oper,T1,Sessão despertar,5,True,Synthetic Lunch_Pesado
oper_trn_T2_20260207,2026-02-07,oper,T2,Entrada MANHA,3,False,Synthetic Lunch_Pesado
oper_trn_T3_20260207,2026-02-07,oper,T3,Início foco #1,2,True,Synthetic Lunch_Pesado
oper_trn_T4_20260207,2026-02-07,oper,T4,Pausa manhã,10,True,Synthetic Lunch_Pesado
oper_trn_T5_20260207,2026-02-07,oper,T5,Entrada TARDE,3,True,Synthetic Lunch_Pesado
oper_trn_T6_20260207,2026-02-07,oper,T6,Almoço,45,True,Synthetic Lunch_Pesado
oper_trn_T7_20260207,2026-02-07,oper,T7,Pós-almoço,20,True,Synthetic Lunch_Pesado
oper_trn_T8_20260207,2026-02-07,oper,T8,Entrada NOITE,3,False,Synthetic Lunch_Pesado
oper_trn_T9_20260207,2026-02-07,oper,T9,Sessão dormir,10,True,Synthetic Lunch_Pesado
oper_trn_T1_20260208,2026-02-08,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260208,2026-02-08,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260208,2026-02-08,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260208,2026-02-08,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260208,2026-02-08,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260208,2026-02-08,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260208,2026-02-08,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260208,2026-02-08,oper,T8,Entrada NOITE,3,False,Synthetic Fim_de_Semana
oper_trn_T9_20260208,2026-02-08,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260209,2026-02-09,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260209,2026-02-09,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260209,2026-02-09,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260209,2026-02-09,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260209,2026-02-09,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260209,2026-02-09,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260209,2026-02-09,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260209,2026-02-09,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260209,2026-02-09,oper,T9,Sessão dormir,10,False,Synthetic Fim_de_Semana
oper_trn_T1_20260210,2026-02-10,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260210,2026-02-10,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260210,2026-02-10,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260210,2026-02-10,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260210,2026-02-10,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260210,2026-02-10,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260210,2026-02-10,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260210,2026-02-10,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260210,2026-02-10,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260211,2026-02-11,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260211,2026-02-11,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260211,2026-02-11,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260211,2026-02-11,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260211,2026-02-11,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260211,2026-02-11,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260211,2026-02-11,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260211,2026-02-11,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260211,2026-02-11,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260212,2026-02-12,oper,T1,Sessão despertar,5,False,Synthetic Desvio_Leve
oper_trn_T2_20260212,2026-02-12,oper,T2,Entrada MANHA,3,False,Synthetic Desvio_Leve
oper_trn_T3_20260212,2026-02-12,oper,T3,Início foco #1,2,True,Synthetic Desvio_Leve
oper_trn_T4_20260212,2026-02-12,oper,T4,Pausa manhã,10,True,Synthetic Desvio_Leve
oper_trn_T5_20260212,2026-02-12,oper,T5,Entrada TARDE,3,True,Synthetic Desvio_Leve
oper_trn_T6_20260212,2026-02-12,oper,T6,Almoço,45,True,Synthetic Desvio_Leve
oper_trn_T7_20260212,2026-02-12,oper,T7,Pós-almoço,20,False,Synthetic Desvio_Leve
oper_trn_T8_20260212,2026-02-12,oper,T8,Entrada NOITE,3,True,Synthetic Desvio_Leve
oper_trn_T9_20260212,2026-02-12,oper,T9,Sessão dormir,10,True,Synthetic Desvio_Leve
oper_trn_T1_20260213,2026-02-13,oper,T1,Sessão despertar,5,True,Synthetic Desvio_Leve
oper_trn_T2_20260213,2026-02-13,oper,T2,Entrada MANHA,3,True,Synthetic Desvio_Leve
oper_trn_T3_20260213,2026-02-13,oper,T3,Início foco #1,2,True,Synthetic Desvio_Leve
oper_trn_T4_20260213,2026-02-13,oper,T4,Pausa manhã,10,True,Synthetic Desvio_Leve
oper_trn_T5_20260213,2026-02-13,oper,T5,Entrada TARDE,3,True,Synthetic Desvio_Leve
oper_trn_T6_20260213,2026-02-13,oper,T6,Almoço,45,True,Synthetic Desvio_Leve
oper_trn_T7_20260213,2026-02-13,oper,T7,Pós-almoço,20,True,Synthetic Desvio_Leve
oper_trn_T8_20260213,2026-02-13,oper,T8,Entrada NOITE,3,True,Synthetic Desvio_Leve
oper_trn_T9_20260213,2026-02-13,oper,T9,Sessão dormir,10,True,Synthetic Desvio_Leve
oper_trn_T1_20260214,2026-02-14,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260214,2026-02-14,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260214,2026-02-14,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260214,2026-02-14,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260214,2026-02-14,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260214,2026-02-14,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260214,2026-02-14,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260214,2026-02-14,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260214,2026-02-14,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260215,2026-02-15,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260215,2026-02-15,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260215,2026-02-15,oper,T3,Início foco #1,2,False,Synthetic Fim_de_Semana
oper_trn_T4_20260215,2026-02-15,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260215,2026-02-15,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260215,2026-02-15,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260215,2026-02-15,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260215,2026-02-15,oper,T8,Entrada NOITE,3,True,Synthetic Fim_de_Semana
oper_trn_T9_20260215,2026-02-15,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260216,2026-02-16,oper,T1,Sessão despertar,5,True,Synthetic Fim_de_Semana
oper_trn_T2_20260216,2026-02-16,oper,T2,Entrada MANHA,3,True,Synthetic Fim_de_Semana
oper_trn_T3_20260216,2026-02-16,oper,T3,Início foco #1,2,True,Synthetic Fim_de_Semana
oper_trn_T4_20260216,2026-02-16,oper,T4,Pausa manhã,10,True,Synthetic Fim_de_Semana
oper_trn_T5_20260216,2026-02-16,oper,T5,Entrada TARDE,3,True,Synthetic Fim_de_Semana
oper_trn_T6_20260216,2026-02-16,oper,T6,Almoço,45,True,Synthetic Fim_de_Semana
oper_trn_T7_20260216,2026-02-16,oper,T7,Pós-almoço,20,True,Synthetic Fim_de_Semana
oper_trn_T8_20260216,2026-02-16,oper,T8,Entrada NOITE,3,False,Synthetic Fim_de_Semana
oper_trn_T9_20260216,2026-02-16,oper,T9,Sessão dormir,10,True,Synthetic Fim_de_Semana
oper_trn_T1_20260217,2026-02-17,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260217,2026-02-17,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260217,2026-02-17,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260217,2026-02-17,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260217,2026-02-17,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260217,2026-02-17,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260217,2026-02-17,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260217,2026-02-17,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260217,2026-02-17,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
oper_trn_T1_20260218,2026-02-18,oper,T1,Sessão despertar,5,True,Synthetic Feriado
oper_trn_T2_20260218,2026-02-18,oper,T2,Entrada MANHA,3,True,Synthetic Feriado
oper_trn_T3_20260218,2026-02-18,oper,T3,Início foco #1,2,True,Synthetic Feriado
oper_trn_T4_20260218,2026-02-18,oper,T4,Pausa manhã,10,True,Synthetic Feriado
oper_trn_T5_20260218,2026-02-18,oper,T5,Entrada TARDE,3,True,Synthetic Feriado
oper_trn_T6_20260218,2026-02-18,oper,T6,Almoço,45,True,Synthetic Feriado
oper_trn_T7_20260218,2026-02-18,oper,T7,Pós-almoço,20,True,Synthetic Feriado
oper_trn_T8_20260218,2026-02-18,oper,T8,Entrada NOITE,3,True,Synthetic Feriado
oper_trn_T9_20260218,2026-02-18,oper,T9,Sessão dormir,10,True,Synthetic Feriado
oper_trn_T1_20260219,2026-02-19,oper,T1,Sessão despertar,5,True,Synthetic Padrao_Ouro
oper_trn_T2_20260219,2026-02-19,oper,T2,Entrada MANHA,3,True,Synthetic Padrao_Ouro
oper_trn_T3_20260219,2026-02-19,oper,T3,Início foco #1,2,True,Synthetic Padrao_Ouro
oper_trn_T4_20260219,2026-02-19,oper,T4,Pausa manhã,10,True,Synthetic Padrao_Ouro
oper_trn_T5_20260219,2026-02-19,oper,T5,Entrada TARDE,3,True,Synthetic Padrao_Ouro
oper_trn_T6_20260219,2026-02-19,oper,T6,Almoço,45,True,Synthetic Padrao_Ouro
oper_trn_T7_20260219,2026-02-19,oper,T7,Pós-almoço,20,True,Synthetic Padrao_Ouro
oper_trn_T8_20260219,2026-02-19,oper,T8,Entrada NOITE,3,True,Synthetic Padrao_Ouro
oper_trn_T9_20260219,2026-02-19,oper,T9,Sessão dormir,10,True,Synthetic Padrao_Ouro
