entity_type,id,date,cluster
habit_state,oper_hst_ligar_familia_20260126,2026-01-26,oper
habit_state,oper_hst_escrever_diario_20260126,2026-01-26,oper
habit_state,oper_hst_planejar_dia_20260126,2026-01-26,oper
sleep_record,oper_sle_20260126,2026-01-26,oper
qhe_metrics,oper_qhe_20260126,2026-01-26,oper
policy_decision,oper_pol_20260126,2026-01-26,oper
day_context,oper_ctx_20260126,2026-01-26,oper
journal_entry,oper_jrn_20260126_AM,2026-01-26,oper
journal_entry,oper_jrn_20260126_PM,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0001,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0002,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0003,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0004,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0005,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0006,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0007,2026-01-26,oper
pomodoro_round,oper_pom_20260126_0008,2026-01-26,oper
daily_reflection,oper_ref_20260126,2026-01-26,oper
lunch_record,oper_lun_20260126,2026-01-26,oper
transicao,oper_trn_T1_20260126,2026-01-26,oper
transicao,oper_trn_T2_20260126,2026-01-26,oper
transicao,oper_trn_T3_20260126,2026-01-26,oper
transicao,oper_trn_T4_20260126,2026-01-26,oper
transicao,oper_trn_T5_20260126,2026-01-26,oper
transicao,oper_trn_T6_20260126,2026-01-26,oper
transicao,oper_trn_T7_20260126,2026-01-26,oper
transicao,oper_trn_T8_20260126,2026-01-26,oper
transicao,oper_trn_T9_20260126,2026-01-26,oper
time_block,oper_blk_001_20260126,2026-01-26,oper
time_block,oper_blk_002_20260126,2026-01-26,oper
time_block,oper_blk_003_20260126,2026-01-26,oper
routine_log,oper_rlg_001_20260126,2026-01-26,oper
routine_log,oper_rlg_002_20260126,2026-01-26,oper
routine_log,oper_rlg_003_20260126,2026-01-26,oper
routine_log,oper_rlg_004_20260126,2026-01-26,oper
routine_log,oper_rlg_005_20260126,2026-01-26,oper
routine_log,oper_rlg_006_20260126,2026-01-26,oper
habit_state,oper_hst_beber_2l_de_agua_20260127,2026-01-27,oper
habit_state,oper_hst_meditar_10min_20260127,2026-01-27,oper
habit_state,oper_hst_alongamento_20260127,2026-01-27,oper
habit_state,oper_hst_ler_30min_20260127,2026-01-27,oper
habit_state,oper_hst_caminhada_20min_20260127,2026-01-27,oper
habit_state,oper_hst_ligar_familia_20260127,2026-01-27,oper
habit_state,oper_hst_escrever_diario_20260127,2026-01-27,oper
habit_state,oper_hst_planejar_dia_20260127,2026-01-27,oper
sleep_record,oper_sle_20260127,2026-01-27,oper
qhe_metrics,oper_qhe_20260127,2026-01-27,oper
policy_decision,oper_pol_20260127,2026-01-27,oper
day_context,oper_ctx_20260127,2026-01-27,oper
journal_entry,oper_jrn_20260127_AM,2026-01-27,oper
journal_entry,oper_jrn_20260127_PM,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0001,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0002,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0003,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0004,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0005,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0006,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0007,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0008,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0009,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0010,2026-01-27,oper
pomodoro_round,oper_pom_20260127_0011,2026-01-27,oper
daily_reflection,oper_ref_20260127,2026-01-27,oper
lunch_record,oper_lun_20260127,2026-01-27,oper
transicao,oper_trn_T1_20260127,2026-01-27,oper
transicao,oper_trn_T2_20260127,2026-01-27,oper
transicao,oper_trn_T3_20260127,2026-01-27,oper
transicao,oper_trn_T4_20260127,2026-01-27,oper
transicao,oper_trn_T5_20260127,2026-01-27,oper
transicao,oper_trn_T6_20260127,2026-01-27,oper
transicao,oper_trn_T7_20260127,2026-01-27,oper
transicao,oper_trn_T8_20260127,2026-01-27,oper
transicao,oper_trn_T9_20260127,2026-01-27,oper
time_block,oper_blk_001_20260127,2026-01-27,oper
time_block,oper_blk_002_20260127,2026-01-27,oper
time_block,oper_blk_003_20260127,2026-01-27,oper
routine_log,oper_rlg_001_20260127,2026-01-27,oper
routine_log,oper_rlg_002_20260127,2026-01-27,oper
routine_log,oper_rlg_003_20260127,2026-01-27,oper
routine_log,oper_rlg_004_20260127,2026-01-27,oper
routine_log,oper_rlg_005_20260127,2026-01-27,oper
routine_log,oper_rlg_006_20260127,2026-01-27,oper
habit_state,oper_hst_beber_2l_de_agua_20260128,2026-01-28,oper
habit_state,oper_hst_meditar_10min_20260128,2026-01-28,oper
habit_state,oper_hst_alongamento_20260128,2026-01-28,oper
habit_state,oper_hst_ler_30min_20260128,2026-01-28,oper
habit_state,oper_hst_caminhada_20min_20260128,2026-01-28,oper
habit_state,oper_hst_ligar_familia_20260128,2026-01-28,oper
habit_state,oper_hst_escrever_diario_20260128,2026-01-28,oper
habit_state,oper_hst_planejar_dia_20260128,2026-01-28,oper
sleep_record,oper_sle_20260128,2026-01-28,oper
qhe_metrics,oper_qhe_20260128,2026-01-28,oper
policy_decision,oper_pol_20260128,2026-01-28,oper
day_context,oper_ctx_20260128,2026-01-28,oper
journal_entry,oper_jrn_20260128_AM,2026-01-28,oper
journal_entry,oper_jrn_20260128_PM,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0001,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0002,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0003,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0004,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0005,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0006,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0007,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0008,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0009,2026-01-28,oper
pomodoro_round,oper_pom_20260128_0010,2026-01-28,oper
daily_reflection,oper_ref_20260128,2026-01-28,oper
lunch_record,oper_lun_20260128,2026-01-28,oper
transicao,oper_trn_T1_20260128,2026-01-28,oper
transicao,oper_trn_T2_20260128,2026-01-28,oper
transicao,oper_trn_T3_20260128,2026-01-28,oper
transicao,oper_trn_T4_20260128,2026-01-28,oper
transicao,oper_trn_T5_20260128,2026-01-28,oper
transicao,oper_trn_T6_20260128,2026-01-28,oper
transicao,oper_trn_T7_20260128,2026-01-28,oper
transicao,oper_trn_T8_20260128,2026-01-28,oper
transicao,oper_trn_T9_20260128,2026-01-28,oper
ajuste_fino,oper_adj_20260128_01,2026-01-28,oper
time_block,oper_blk_001_20260128,2026-01-28,oper
time_block,oper_blk_002_20260128,2026-01-28,oper
time_block,oper_blk_003_20260128,2026-01-28,oper
routine_log,oper_rlg_001_20260128,2026-01-28,oper
routine_log,oper_rlg_002_20260128,2026-01-28,oper
routine_log,oper_rlg_003_20260128,2026-01-28,oper
routine_log,oper_rlg_004_20260128,2026-01-28,oper
routine_log,oper_rlg_005_20260128,2026-01-28,oper
routine_log,oper_rlg_006_20260128,2026-01-28,oper
habit_state,oper_hst_beber_2l_de_agua_20260129,2026-01-29,oper
habit_state,oper_hst_meditar_10min_20260129,2026-01-29,oper
habit_state,oper_hst_alongamento_20260129,2026-01-29,oper
habit_state,oper_hst_ler_30min_20260129,2026-01-29,oper
habit_state,oper_hst_caminhada_20min_20260129,2026-01-29,oper
habit_state,oper_hst_ligar_familia_20260129,2026-01-29,oper
habit_state,oper_hst_escrever_diario_20260129,2026-01-29,oper
habit_state,oper_hst_planejar_dia_20260129,2026-01-29,oper
sleep_record,oper_sle_20260129,2026-01-29,oper
qhe_metrics,oper_qhe_20260129,2026-01-29,oper
policy_decision,oper_pol_20260129,2026-01-29,oper
day_context,oper_ctx_20260129,2026-01-29,oper
journal_entry,oper_jrn_20260129_AM,2026-01-29,oper
journal_entry,oper_jrn_20260129_PM,2026-01-29,oper
pomodoro_round,oper_pom_20260129_0001,2026-01-29,oper
pomodoro_round,oper_pom_20260129_0002,2026-01-29,oper
pomodoro_round,oper_pom_20260129_0003,2026-01-29,oper
daily_reflection,oper_ref_20260129,2026-01-29,oper
lunch_record,oper_lun_20260129,2026-01-29,oper
transicao,oper_trn_T1_20260129,2026-01-29,oper
transicao,oper_trn_T2_20260129,2026-01-29,oper
transicao,oper_trn_T3_20260129,2026-01-29,oper
transicao,oper_trn_T4_20260129,2026-01-29,oper
transicao,oper_trn_T5_20260129,2026-01-29,oper
transicao,oper_trn_T6_20260129,2026-01-29,oper
transicao,oper_trn_T7_20260129,2026-01-29,oper
transicao,oper_trn_T8_20260129,2026-01-29,oper
transicao,oper_trn_T9_20260129,2026-01-29,oper
time_block,oper_blk_001_20260129,2026-01-29,oper
time_block,oper_blk_002_20260129,2026-01-29,oper
time_block,oper_blk_003_20260129,2026-01-29,oper
routine_log,oper_rlg_001_20260129,2026-01-29,oper
routine_log,oper_rlg_002_20260129,2026-01-29,oper
routine_log,oper_rlg_003_20260129,2026-01-29,oper
routine_log,oper_rlg_004_20260129,2026-01-29,oper
routine_log,oper_rlg_005_20260129,2026-01-29,oper
routine_log,oper_rlg_006_20260129,2026-01-29,oper
habit_state,oper_hst_beber_2l_de_agua_20260130,2026-01-30,oper
habit_state,oper_hst_meditar_10min_20260130,2026-01-30,oper
habit_state,oper_hst_alongamento_20260130,2026-01-30,oper
habit_state,oper_hst_ler_30min_20260130,2026-01-30,oper
habit_state,oper_hst_caminhada_20min_20260130,2026-01-30,oper
habit_state,oper_hst_ligar_familia_20260130,2026-01-30,oper
habit_state,oper_hst_escrever_diario_20260130,2026-01-30,oper
habit_state,oper_hst_planejar_dia_20260130,2026-01-30,oper
sleep_record,oper_sle_20260130,2026-01-30,oper
qhe_metrics,oper_qhe_20260130,2026-01-30,oper
policy_decision,oper_pol_20260130,2026-01-30,oper
day_context,oper_ctx_20260130,2026-01-30,oper
journal_entry,oper_jrn_20260130_AM,2026-01-30,oper
journal_entry,oper_jrn_20260130_PM,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0001,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0002,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0003,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0004,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0005,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0006,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0007,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0008,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0009,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0010,2026-01-30,oper
pomodoro_round,oper_pom_20260130_0011,2026-01-30,oper
daily_reflection,oper_ref_20260130,2026-01-30,oper
lunch_record,oper_lun_20260130,2026-01-30,oper
transicao,oper_trn_T1_20260130,2026-01-30,oper
transicao,oper_trn_T2_20260130,2026-01-30,oper
transicao,oper_trn_T3_20260130,2026-01-30,oper
transicao,oper_trn_T4_20260130,2026-01-30,oper
transicao,oper_trn_T5_20260130,2026-01-30,oper
transicao,oper_trn_T6_20260130,2026-01-30,oper
transicao,oper_trn_T7_20260130,2026-01-30,oper
transicao,oper_trn_T8_20260130,2026-01-30,oper
transicao,oper_trn_T9_20260130,2026-01-30,oper
time_block,oper_blk_001_20260130,2026-01-30,oper
time_block,oper_blk_002_20260130,2026-01-30,oper
time_block,oper_blk_003_20260130,2026-01-30,oper
routine_log,oper_rlg_001_20260130,2026-01-30,oper
routine_log,oper_rlg_002_20260130,2026-01-30,oper
routine_log,oper_rlg_003_20260130,2026-01-30,oper
routine_log,oper_rlg_004_20260130,2026-01-30,oper
routine_log,oper_rlg_005_20260130,2026-01-30,oper
routine_log,oper_rlg_006_20260130,2026-01-30,oper
habit_state,oper_hst_beber_2l_de_agua_20260131,2026-01-31,oper
habit_state,oper_hst_meditar_10min_20260131,2026-01-31,oper
habit_state,oper_hst_alongamento_20260131,2026-01-31,oper
habit_state,oper_hst_ler_30min_20260131,2026-01-31,oper
habit_state,oper_hst_caminhada_20min_20260131,2026-01-31,oper
habit_state,oper_hst_ligar_familia_20260131,2026-01-31,oper
habit_state,oper_hst_escrever_diario_20260131,2026-01-31,oper
habit_state,oper_hst_planejar_dia_20260131,2026-01-31,oper
sleep_record,oper_sle_20260131,2026-01-31,oper
qhe_metrics,oper_qhe_20260131,2026-01-31,oper
policy_decision,oper_pol_20260131,2026-01-31,oper
day_context,oper_ctx_20260131,2026-01-31,oper
journal_entry,oper_jrn_20260131_AM,2026-01-31,oper
journal_entry,oper_jrn_20260131_PM,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0001,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0002,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0003,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0004,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0005,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0006,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0007,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0008,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0009,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0010,2026-01-31,oper
pomodoro_round,oper_pom_20260131_0011,2026-01-31,oper
daily_reflection,oper_ref_20260131,2026-01-31,oper
lunch_record,oper_lun_20260131,2026-01-31,oper
transicao,oper_trn_T1_20260131,2026-01-31,oper
transicao,oper_trn_T2_20260131,2026-01-31,oper
transicao,oper_trn_T3_20260131,2026-01-31,oper
transicao,oper_trn_T4_20260131,2026-01-31,oper
transicao,oper_trn_T5_20260131,2026-01-31,oper
transicao,oper_trn_T6_20260131,2026-01-31,oper
transicao,oper_trn_T7_20260131,2026-01-31,oper
transicao,oper_trn_T8_20260131,2026-01-31,oper
transicao,oper_trn_T9_20260131,2026-01-31,oper
time_block,oper_blk_001_20260131,2026-01-31,oper
time_block,oper_blk_002_20260131,2026-01-31,oper
time_block,oper_blk_003_20260131,2026-01-31,oper
routine_log,oper_rlg_001_20260131,2026-01-31,oper
routine_log,oper_rlg_002_20260131,2026-01-31,oper
routine_log,oper_rlg_003_20260131,2026-01-31,oper
routine_log,oper_rlg_004_20260131,2026-01-31,oper
routine_log,oper_rlg_005_20260131,2026-01-31,oper
routine_log,oper_rlg_006_20260131,2026-01-31,oper
habit_state,oper_hst_beber_2l_de_agua_20260201,2026-02-01,oper
habit_state,oper_hst_meditar_10min_20260201,2026-02-01,oper
habit_state,oper_hst_alongamento_20260201,2026-02-01,oper
habit_state,oper_hst_ler_30min_20260201,2026-02-01,oper
habit_state,oper_hst_caminhada_20min_20260201,2026-02-01,oper
habit_state,oper_hst_ligar_familia_20260201,2026-02-01,oper
habit_state,oper_hst_escrever_diario_20260201,2026-02-01,oper
habit_state,oper_hst_planejar_dia_20260201,2026-02-01,oper
sleep_record,oper_sle_20260201,2026-02-01,oper
qhe_metrics,oper_qhe_20260201,2026-02-01,oper
policy_decision,oper_pol_20260201,2026-02-01,oper
day_context,oper_ctx_20260201,2026-02-01,oper
journal_entry,oper_jrn_20260201_AM,2026-02-01,oper
journal_entry,oper_jrn_20260201_PM,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0001,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0002,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0003,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0004,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0005,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0006,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0007,2026-02-01,oper
pomodoro_round,oper_pom_20260201_0008,2026-02-01,oper
daily_reflection,oper_ref_20260201,2026-02-01,oper
lunch_record,oper_lun_20260201,2026-02-01,oper
transicao,oper_trn_T1_20260201,2026-02-01,oper
transicao,oper_trn_T2_20260201,2026-02-01,oper
transicao,oper_trn_T3_20260201,2026-02-01,oper
transicao,oper_trn_T4_20260201,2026-02-01,oper
transicao,oper_trn_T5_20260201,2026-02-01,oper
transicao,oper_trn_T6_20260201,2026-02-01,oper
transicao,oper_trn_T7_20260201,2026-02-01,oper
transicao,oper_trn_T8_20260201,2026-02-01,oper
transicao,oper_trn_T9_20260201,2026-02-01,oper
time_block,oper_blk_001_20260201,2026-02-01,oper
time_block,oper_blk_002_20260201,2026-02-01,oper
time_block,oper_blk_003_20260201,2026-02-01,oper
routine_log,oper_rlg_001_20260201,2026-02-01,oper
routine_log,oper_rlg_002_20260201,2026-02-01,oper
routine_log,oper_rlg_003_20260201,2026-02-01,oper
routine_log,oper_rlg_004_20260201,2026-02-01,oper
routine_log,oper_rlg_005_20260201,2026-02-01,oper
routine_log,oper_rlg_006_20260201,2026-02-01,oper
habit_state,oper_hst_beber_2l_de_agua_20260202,2026-02-02,oper
habit_state,oper_hst_meditar_10min_20260202,2026-02-02,oper
habit_state,oper_hst_alongamento_20260202,2026-02-02,oper
habit_state,oper_hst_ler_30min_20260202,2026-02-02,oper
habit_state,oper_hst_caminhada_20min_20260202,2026-02-02,oper
habit_state,oper_hst_ligar_familia_20260202,2026-02-02,oper
habit_state,oper_hst_escrever_diario_20260202,2026-02-02,oper
habit_state,oper_hst_planejar_dia_20260202,2026-02-02,oper
sleep_record,oper_sle_20260202,2026-02-02,oper
qhe_metrics,oper_qhe_20260202,2026-02-02,oper
policy_decision,oper_pol_20260202,2026-02-02,oper
day_context,oper_ctx_20260202,2026-02-02,oper
journal_entry,oper_jrn_20260202_AM,2026-02-02,oper
journal_entry,oper_jrn_20260202_PM,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0001,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0002,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0003,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0004,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0005,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0006,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0007,2026-02-02,oper
pomodoro_round,oper_pom_20260202_0008,2026-02-02,oper
daily_reflection,oper_ref_20260202,2026-02-02,oper
lunch_record,oper_lun_20260202,2026-02-02,oper
transicao,oper_trn_T1_20260202,2026-02-02,oper
transicao,oper_trn_T2_20260202,2026-02-02,oper
transicao,oper_trn_T3_20260202,2026-02-02,oper
transicao,oper_trn_T4_20260202,2026-02-02,oper
transicao,oper_trn_T5_20260202,2026-02-02,oper
transicao,oper_trn_T6_20260202,2026-02-02,oper
transicao,oper_trn_T7_20260202,2026-02-02,oper
transicao,oper_trn_T8_20260202,2026-02-02,oper
transicao,oper_trn_T9_20260202,2026-02-02,oper
time_block,oper_blk_001_20260202,2026-02-02,oper
time_block,oper_blk_002_20260202,2026-02-02,oper
time_block,oper_blk_003_20260202,2026-02-02,oper
routine_log,oper_rlg_001_20260202,2026-02-02,oper
routine_log,oper_rlg_002_20260202,2026-02-02,oper
routine_log,oper_rlg_003_20260202,2026-02-02,oper
routine_log,oper_rlg_004_20260202,2026-02-02,oper
routine_log,oper_rlg_005_20260202,2026-02-02,oper
routine_log,oper_rlg_006_20260202,2026-02-02,oper
habit_state,oper_hst_beber_2l_de_agua_20260203,2026-02-03,oper
habit_state,oper_hst_meditar_10min_20260203,2026-02-03,oper
habit_state,oper_hst_alongamento_20260203,2026-02-03,oper
habit_state,oper_hst_ler_30min_20260203,2026-02-03,oper
habit_state,oper_hst_caminhada_20min_20260203,2026-02-03,oper
habit_state,oper_hst_ligar_familia_20260203,2026-02-03,oper
habit_state,oper_hst_escrever_diario_20260203,2026-02-03,oper
habit_state,oper_hst_planejar_dia_20260203,2026-02-03,oper
sleep_record,oper_sle_20260203,2026-02-03,oper
qhe_metrics,oper_qhe_20260203,2026-02-03,oper
policy_decision,oper_pol_20260203,2026-02-03,oper
day_context,oper_ctx_20260203,2026-02-03,oper
journal_entry,oper_jrn_20260203_AM,2026-02-03,oper
journal_entry,oper_jrn_20260203_PM,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0001,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0002,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0003,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0004,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0005,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0006,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0007,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0008,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0009,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0010,2026-02-03,oper
pomodoro_round,oper_pom_20260203_0011,2026-02-03,oper
daily_reflection,oper_ref_20260203,2026-02-03,oper
lunch_record,oper_lun_20260203,2026-02-03,oper
transicao,oper_trn_T1_20260203,2026-02-03,oper
transicao,oper_trn_T2_20260203,2026-02-03,oper
transicao,oper_trn_T3_20260203,2026-02-03,oper
transicao,oper_trn_T4_20260203,2026-02-03,oper
transicao,oper_trn_T5_20260203,2026-02-03,oper
transicao,oper_trn_T6_20260203,2026-02-03,oper
transicao,oper_trn_T7_20260203,2026-02-03,oper
transicao,oper_trn_T8_20260203,2026-02-03,oper
transicao,oper_trn_T9_20260203,2026-02-03,oper
time_block,oper_blk_001_20260203,2026-02-03,oper
time_block,oper_blk_002_20260203,2026-02-03,oper
time_block,oper_blk_003_20260203,2026-02-03,oper
routine_log,oper_rlg_001_20260203,2026-02-03,oper
routine_log,oper_rlg_002_20260203,2026-02-03,oper
routine_log,oper_rlg_003_20260203,2026-02-03,oper
routine_log,oper_rlg_004_20260203,2026-02-03,oper
routine_log,oper_rlg_005_20260203,2026-02-03,oper
routine_log,oper_rlg_006_20260203,2026-02-03,oper
habit_state,oper_hst_beber_2l_de_agua_20260204,2026-02-04,oper
habit_state,oper_hst_meditar_10min_20260204,2026-02-04,oper
habit_state,oper_hst_alongamento_20260204,2026-02-04,oper
habit_state,oper_hst_ler_30min_20260204,2026-02-04,oper
habit_state,oper_hst_caminhada_20min_20260204,2026-02-04,oper
habit_state,oper_hst_ligar_familia_20260204,2026-02-04,oper
habit_state,oper_hst_escrever_diario_20260204,2026-02-04,oper
habit_state,oper_hst_planejar_dia_20260204,2026-02-04,oper
sleep_record,oper_sle_20260204,2026-02-04,oper
qhe_metrics,oper_qhe_20260204,2026-02-04,oper
policy_decision,oper_pol_20260204,2026-02-04,oper
day_context,oper_ctx_20260204,2026-02-04,oper
journal_entry,oper_jrn_20260204_AM,2026-02-04,oper
journal_entry,oper_jrn_20260204_PM,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0001,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0002,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0003,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0004,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0005,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0006,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0007,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0008,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0009,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0010,2026-02-04,oper
pomodoro_round,oper_pom_20260204_0011,2026-02-04,oper
daily_reflection,oper_ref_20260204,2026-02-04,oper
lunch_record,oper_lun_20260204,2026-02-04,oper
transicao,oper_trn_T1_20260204,2026-02-04,oper
transicao,oper_trn_T2_20260204,2026-02-04,oper
transicao,oper_trn_T3_20260204,2026-02-04,oper
transicao,oper_trn_T4_20260204,2026-02-04,oper
transicao,oper_trn_T5_20260204,2026-02-04,oper
transicao,oper_trn_T6_20260204,2026-02-04,oper
transicao,oper_trn_T7_20260204,2026-02-04,oper
transicao,oper_trn_T8_20260204,2026-02-04,oper
transicao,oper_trn_T9_20260204,2026-02-04,oper
time_block,oper_blk_001_20260204,2026-02-04,oper
time_block,oper_blk_002_20260204,2026-02-04,oper
time_block,oper_blk_003_20260204,2026-02-04,oper
routine_log,oper_rlg_001_20260204,2026-02-04,oper
routine_log,oper_rlg_002_20260204,2026-02-04,oper
routine_log,oper_rlg_003_20260204,2026-02-04,oper
routine_log,oper_rlg_004_20260204,2026-02-04,oper
routine_log,oper_rlg_005_20260204,2026-02-04,oper
routine_log,oper_rlg_006_20260204,2026-02-04,oper
habit_state,oper_hst_beber_2l_de_agua_20260205,2026-02-05,oper
habit_state,oper_hst_meditar_10min_20260205,2026-02-05,oper
habit_state,oper_hst_alongamento_20260205,2026-02-05,oper
habit_state,oper_hst_ler_30min_20260205,2026-02-05,oper
habit_state,oper_hst_caminhada_20min_20260205,2026-02-05,oper
habit_state,oper_hst_ligar_familia_20260205,2026-02-05,oper
habit_state,oper_hst_escrever_diario_20260205,2026-02-05,oper
habit_state,oper_hst_planejar_dia_20260205,2026-02-05,oper
sleep_record,oper_sle_20260205,2026-02-05,oper
qhe_metrics,oper_qhe_20260205,2026-02-05,oper
policy_decision,oper_pol_20260205,2026-02-05,oper
day_context,oper_ctx_20260205,2026-02-05,oper
journal_entry,oper_jrn_20260205_AM,2026-02-05,oper
journal_entry,oper_jrn_20260205_PM,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0001,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0002,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0003,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0004,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0005,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0006,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0007,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0008,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0009,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0010,2026-02-05,oper
pomodoro_round,oper_pom_20260205_0011,2026-02-05,oper
daily_reflection,oper_ref_20260205,2026-02-05,oper
lunch_record,oper_lun_20260205,2026-02-05,oper
transicao,oper_trn_T1_20260205,2026-02-05,oper
transicao,oper_trn_T2_20260205,2026-02-05,oper
transicao,oper_trn_T3_20260205,2026-02-05,oper
transicao,oper_trn_T4_20260205,2026-02-05,oper
transicao,oper_trn_T5_20260205,2026-02-05,oper
transicao,oper_trn_T6_20260205,2026-02-05,oper
transicao,oper_trn_T7_20260205,2026-02-05,oper
transicao,oper_trn_T8_20260205,2026-02-05,oper
transicao,oper_trn_T9_20260205,2026-02-05,oper
time_block,oper_blk_001_20260205,2026-02-05,oper
time_block,oper_blk_002_20260205,2026-02-05,oper
time_block,oper_blk_003_20260205,2026-02-05,oper
routine_log,oper_rlg_001_20260205,2026-02-05,oper
routine_log,oper_rlg_002_20260205,2026-02-05,oper
routine_log,oper_rlg_003_20260205,2026-02-05,oper
routine_log,oper_rlg_004_20260205,2026-02-05,oper
routine_log,oper_rlg_005_20260205,2026-02-05,oper
routine_log,oper_rlg_006_20260205,2026-02-05,oper
habit_state,oper_hst_beber_2l_de_agua_20260206,2026-02-06,oper
habit_state,oper_hst_meditar_10min_20260206,2026-02-06,oper
habit_state,oper_hst_alongamento_20260206,2026-02-06,oper
habit_state,oper_hst_ler_30min_20260206,2026-02-06,oper
habit_state,oper_hst_caminhada_20min_20260206,2026-02-06,oper
habit_state,oper_hst_ligar_familia_20260206,2026-02-06,oper
habit_state,oper_hst_escrever_diario_20260206,2026-02-06,oper
habit_state,oper_hst_planejar_dia_20260206,2026-02-06,oper
sleep_record,oper_sle_20260206,2026-02-06,oper
